IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
192.168.234.152,same,11,20,7,1,Normal
149.64.112.102,different,13,1,3,49,DrDoS
192.168.30.156,same,7,23,12,1,Normal
192.168.165.195,same,7,30,5,1,Normal
192.168.187.52,same,11,34,3,1,Normal
98.92.175.195,different,231,2,2,1,DoS
192.168.157.176,same,9,20,6,1,Normal
192.168.77.139,same,8,20,7,1,Normal
66.205.3.3,different,308,10,4,1,DDoS
192.168.92.28,same,7,21,1,1,Normal
192.168.173.62,same,8,21,3,1,Normal
192.168.229.9,same,10,19,6,1,Normal
201.66.248.144,different,22,1,0,36,DrDoS
62.184.35.188,different,294,5,3,1,DoS
192.168.104.114,same,10,21,2,1,Normal
192.168.218.248,same,8,22,5,1,Normal
192.168.61.28,same,5,19,4,1,Normal
192.168.43.174,same,7,17,3,1,Normal
248.49.102.182,different,332,0,3,1,DoS
249.146.27.151,different,113,290,48,1,APDoS
192.168.188.111,same,7,19,4,1,Normal
192.168.5.34,same,12,18,5,1,Normal
251.189.233.139,different,181,3,0,1,DoS
192.168.179.16,same,15,21,4,1,Normal
141.136.16.95,different,53,4,1,23,DrDoS
192.168.185.158,same,7,13,6,1,Normal
183.45.30.162,different,397,123,77,1,APDoS
192.168.121.57,same,10,16,4,1,Normal
192.168.191.241,same,5,21,4,1,Normal
24.30.27.173,different,437,6,2,1,DoS
174.180.175.245,different,18,1,2,20,DrDoS
192.168.179.154,same,11,14,5,1,Normal
192.168.74.217,same,7,11,3,1,Normal
192.168.105.111,same,12,16,9,1,Normal
192.168.93.7,same,7,22,9,1,Normal
192.168.208.228,same,9,16,5,1,Normal
192.168.152.242,same,14,27,8,1,Normal
39.235.133.252,different,219,3,2,1,DoS
192.168.142.19,same,15,20,8,1,Normal
83.229.206.6,different,82,3,1,5,DrDoS
192.168.113.84,same,8,20,8,1,Normal
29.235.241.178,different,369,2,1,1,DoS
192.168.36.246,same,9,13,1,1,Normal
192.168.176.36,same,12,14,10,1,Normal
192.168.97.56,same,10,22,10,1,Normal
192.168.82.82,same,8,16,4,1,Normal
192.168.6.44,same,9,30,4,1,Normal
192.168.227.110,same,6,21,4,1,Normal
192.168.43.134,same,9,26,5,1,Normal
192.168.43.10,same,8,16,5,1,Normal
192.168.177.220,same,9,13,5,1,Normal
192.168.117.158,same,8,15,4,1,Normal
150.209.143.228,different,22,4,3,28,DrDoS
192.168.241.212,same,14,27,7,1,Normal
192.168.200.254,same,14,19,5,1,Normal
192.168.191.93,same,14,12,4,1,Normal
241.148.219.238,different,21,4,3,44,DrDoS
192.168.116.138,same,8,27,4,1,Normal
198.188.4.187,different,11,3,1,41,DrDoS
95.42.132.178,different,19,2,0,7,DrDoS
192.168.111.171,same,6,20,6,1,Normal
192.168.17.205,same,11,19,3,1,Normal
215.230.57.138,different,30,1,0,39,DrDoS
192.168.96.75,same,11,20,4,1,Normal
192.168.82.156,same,9,27,3,1,Normal
192.168.222.193,same,11,12,4,1,Normal
192.168.142.39,same,8,22,6,1,Normal
146.149.163.105,different,486,417,81,3,APDoS
192.168.72.8,same,8,19,5,1,Normal
192.168.102.254,same,6,17,3,1,Normal
2.101.198.193,different,308,3,1,1,DoS
192.168.20.45,same,12,16,7,1,Normal
192.168.236.68,same,3,20,6,1,Normal
192.168.168.131,same,10,20,7,1,Normal
33.40.160.29,different,304,472,66,9,APDoS
236.220.63.86,different,115,1,1,1,DoS
192.168.96.74,same,17,14,4,1,Normal
192.168.73.175,same,9,18,3,1,Normal
192.168.171.139,same,9,20,6,1,Normal
192.168.209.173,same,11,19,2,1,Normal
192.168.111.234,same,7,25,3,1,Normal
192.168.225.187,same,7,24,5,1,Normal
8.133.124.128,different,358,6,2,1,DoS
192.168.227.252,same,4,17,6,1,Normal
192.168.249.163,same,9,18,2,1,Normal
92.236.151.82,different,100,105,82,8,APDoS
192.168.5.187,same,8,25,4,1,Normal
66.101.148.94,different,248,400,50,9,APDoS
192.168.226.4,same,9,15,3,1,Normal
192.168.101.139,same,11,15,2,1,Normal
192.168.125.90,same,12,21,3,1,Normal
104.92.40.191,different,529,7,9,1,DDoS
192.168.170.119,same,18,19,11,1,Normal
188.68.246.148,different,623,12,9,1,DDoS
3.161.33.158,different,470,3,1,1,DoS
192.168.57.105,same,13,24,11,1,Normal
192.168.98.63,same,10,19,6,1,Normal
192.168.110.73,same,13,16,4,1,Normal
192.168.203.219,same,16,19,4,1,Normal
64.96.11.126,different,83,332,31,2,APDoS
146.36.134.68,different,286,5,3,1,DoS
192.168.99.84,same,7,22,6,1,Normal
228.184.71.57,different,288,111,95,9,APDoS
192.168.226.72,same,10,17,5,1,Normal
156.214.97.18,different,992,18,3,1,DDoS
192.168.22.254,same,12,29,5,1,Normal
192.168.38.219,same,6,19,4,1,Normal
192.168.242.74,same,10,19,3,1,Normal
192.168.51.48,same,16,21,5,1,Normal
192.168.93.70,same,14,27,4,1,Normal
192.168.35.66,same,5,13,6,1,Normal
201.89.214.115,different,368,5,1,1,DoS
192.168.56.47,same,12,23,3,1,Normal
192.168.97.46,same,8,15,5,1,Normal
192.168.177.25,same,9,20,5,1,Normal
218.206.171.246,different,39,2,4,12,DrDoS
15.229.55.114,different,616,2,8,1,DDoS
191.114.62.88,different,459,1,1,1,DoS
167.187.196.100,different,412,459,71,1,APDoS
54.158.37.114,different,74,12,0,1,DDoS
192.168.177.152,same,11,20,0,1,Normal
192.168.48.121,same,10,23,3,1,Normal
237.183.57.159,different,60,9,2,1,DoS
192.168.13.46,same,9,22,7,1,Normal
192.168.23.225,same,12,14,3,1,Normal
192.168.97.185,same,9,24,4,1,Normal
192.168.64.127,same,14,27,6,1,Normal
10.90.116.155,different,446,10,5,1,DDoS
197.210.38.92,different,205,0,4,1,DoS
192.168.154.242,same,11,21,4,1,Normal
84.241.211.43,different,131,15,4,1,DDoS
192.168.161.171,same,8,18,1,1,Normal
192.168.12.69,same,2,17,5,1,Normal
192.168.4.78,same,11,17,4,1,Normal
108.53.182.82,different,239,6,1,1,DoS
192.168.64.17,same,9,25,6,1,Normal
83.158.1.43,different,98,1,0,15,DrDoS
192.168.58.45,same,12,12,5,1,Normal
192.168.252.58,same,15,25,2,1,Normal
77.26.86.250,different,89,3,0,42,DrDoS
192.168.31.54,same,11,15,8,1,Normal
192.168.89.29,same,7,17,3,1,Normal
6.194.154.121,different,54,1,1,8,DrDoS
243.27.209.248,different,337,408,62,1,APDoS
184.115.92.212,different,79,426,14,6,APDoS
124.189.242.138,different,887,9,9,1,DDoS
192.168.55.132,same,11,15,7,1,Normal
192.168.56.38,same,5,16,5,1,Normal
192.168.214.241,same,8,15,4,1,Normal
192.168.116.118,same,10,17,1,1,Normal
233.41.110.196,different,409,309,13,1,APDoS
192.168.222.245,same,13,28,5,1,Normal
225.15.211.200,different,290,151,66,8,APDoS
192.168.61.77,same,5,22,8,1,Normal
192.168.54.162,same,10,22,4,1,Normal
192.168.232.232,same,13,15,6,1,Normal
25.140.46.242,different,427,4,1,1,DoS
169.114.173.241,different,61,3,2,26,DrDoS
192.168.252.21,same,6,19,5,1,Normal
192.168.131.233,same,11,30,3,1,Normal
192.168.59.86,same,11,14,7,1,Normal
11.92.117.124,different,89,4,4,39,DrDoS
192.168.238.8,same,10,16,6,1,Normal
192.168.236.151,same,6,17,6,1,Normal
115.138.231.192,different,95,1,1,14,DrDoS
192.168.18.4,same,11,23,4,1,Normal
192.168.219.6,same,10,17,5,1,Normal
252.175.63.131,different,377,237,90,4,APDoS
192.168.146.79,same,10,20,11,1,Normal
192.168.62.61,same,13,17,7,1,Normal
192.168.198.251,same,13,9,6,1,Normal
171.250.99.178,different,293,479,82,3,APDoS
192.168.147.87,same,8,15,7,1,Normal
192.168.221.57,same,18,25,3,1,Normal
242.93.47.164,different,149,387,75,5,APDoS
192.168.254.248,same,9,22,4,1,Normal
192.168.213.254,same,10,20,8,1,Normal
192.168.57.25,same,13,17,3,1,Normal
192.168.161.221,same,8,22,4,1,Normal
192.168.144.211,same,10,29,2,1,Normal
192.168.129.103,same,10,19,3,1,Normal
192.168.74.156,same,13,22,7,1,Normal
192.168.56.153,same,12,21,1,1,Normal
192.168.107.31,same,8,18,2,1,Normal
192.168.70.189,same,8,23,4,1,Normal
156.144.163.12,different,99,364,21,4,APDoS
192.168.92.130,same,4,22,6,1,Normal
211.21.55.16,different,491,7,2,1,DoS
192.168.61.226,same,10,22,5,1,Normal
119.2.56.250,different,498,6,3,1,DoS
169.0.73.109,different,949,6,9,1,DDoS
217.156.230.15,different,324,6,1,1,DoS
192.168.45.18,same,12,17,3,1,Normal
246.69.224.18,different,235,166,10,6,APDoS
192.168.135.157,same,7,22,6,1,Normal
192.168.18.87,same,9,27,3,1,Normal
192.168.21.219,same,17,16,7,1,Normal
41.216.44.16,different,325,91,19,4,APDoS
151.243.32.235,different,176,12,8,1,DDoS
192.168.99.88,same,5,14,5,1,Normal
140.100.24.238,different,138,5,2,1,DoS
231.98.214.200,different,62,3,2,28,DrDoS
192.168.13.22,same,6,23,5,1,Normal
177.183.200.131,different,31,2,4,28,DrDoS
192.168.196.225,same,8,24,4,1,Normal
170.67.83.251,different,317,267,54,4,APDoS
135.160.47.194,different,338,255,93,5,APDoS
192.168.233.85,same,6,20,7,1,Normal
192.168.171.214,same,10,18,7,1,Normal
227.163.116.45,different,39,3,4,24,DrDoS
119.183.139.8,different,276,142,72,8,APDoS
121.60.137.231,different,867,19,7,1,DDoS
192.168.4.1,same,13,21,9,1,Normal
192.168.250.9,same,10,21,3,1,Normal
249.30.173.49,different,439,5,9,1,DDoS
192.168.169.249,same,7,20,3,1,Normal
249.131.248.37,different,504,18,2,1,DDoS
192.168.247.8,same,13,20,6,1,Normal
192.168.99.68,same,16,27,5,1,Normal
192.168.226.53,same,12,30,4,1,Normal
145.174.52.221,different,372,9,4,1,DoS
192.168.116.4,same,9,15,5,1,Normal
192.168.209.248,same,10,18,4,1,Normal
218.242.222.208,different,22,4,3,43,DrDoS
192.168.36.68,same,8,20,3,1,Normal
42.52.246.100,different,199,486,75,1,APDoS
9.235.70.17,different,238,9,2,1,DoS
110.88.218.94,different,207,1,0,1,DoS
192.168.233.12,same,7,14,9,1,Normal
192.168.78.246,same,8,18,3,1,Normal
192.168.246.168,same,11,20,4,1,Normal
7.223.216.44,different,75,3,4,1,DDoS
12.89.67.108,different,32,2,1,42,DrDoS
172.168.47.199,different,57,6,4,1,DoS
192.168.70.178,same,8,20,5,1,Normal
192.168.135.234,same,8,17,5,1,Normal
110.64.230.25,different,80,135,19,2,APDoS
192.168.136.122,same,4,16,3,1,Normal
192.168.0.123,same,12,18,4,1,Normal
135.6.3.108,different,433,81,37,8,APDoS
192.168.243.109,same,10,18,3,1,Normal
35.123.111.242,different,256,151,58,2,APDoS
147.196.131.220,different,899,7,8,1,DDoS
250.241.158.127,different,199,380,57,4,APDoS
45.216.83.8,different,156,8,1,1,DDoS
35.246.157.18,different,92,0,1,26,DrDoS
147.59.92.22,different,39,4,1,40,DrDoS
203.249.102.212,different,44,3,1,24,DrDoS
192.168.11.53,same,14,21,4,1,Normal
192.168.49.220,same,14,17,7,1,Normal
192.168.87.65,same,7,9,5,1,Normal
192.168.133.98,same,11,20,2,1,Normal
10.153.146.221,different,366,382,43,4,APDoS
192.168.17.121,same,9,22,6,1,Normal
144.201.27.44,different,195,1,3,1,DDoS
120.103.150.118,different,69,4,4,12,DrDoS
23.104.9.113,different,36,0,2,5,DrDoS
115.135.138.226,different,37,1,2,24,DrDoS
192.168.188.234,same,12,18,4,1,Normal
240.28.244.120,different,475,363,41,5,APDoS
192.168.111.111,same,8,23,9,1,Normal
48.241.254.234,different,878,0,7,1,DDoS
240.151.194.2,different,93,7,2,1,DoS
192.168.49.20,same,13,14,3,1,Normal
227.56.239.213,different,476,8,0,1,DoS
192.168.61.152,same,7,19,6,1,Normal
210.138.26.88,different,794,10,1,1,DDoS
192.168.140.47,same,9,19,6,1,Normal
192.168.43.109,same,9,22,4,1,Normal
246.11.23.45,different,62,4,0,5,DrDoS
186.36.74.170,different,759,14,8,1,DDoS
192.168.150.230,same,10,17,5,1,Normal
192.168.62.39,same,9,29,3,1,Normal
12.131.34.95,different,70,2,4,36,DrDoS
165.171.1.166,different,854,17,7,1,DDoS
48.80.65.177,different,411,107,44,3,APDoS
192.168.224.7,same,8,25,4,1,Normal
192.168.109.82,same,13,22,2,1,Normal
68.3.198.48,different,914,8,9,1,DDoS
175.232.212.60,different,869,0,9,1,DDoS
192.168.132.213,same,11,24,3,1,Normal
183.129.75.147,different,849,4,6,1,DDoS
192.168.98.56,same,11,14,5,1,Normal
192.168.11.241,same,7,16,3,1,Normal
239.115.58.162,different,881,17,1,1,DDoS
31.233.83.228,different,91,9,2,1,DoS
85.227.182.10,different,120,71,32,7,APDoS
123.140.96.95,different,289,18,2,1,DDoS
192.168.89.126,same,11,14,2,1,Normal
192.168.177.108,same,10,20,3,1,Normal
192.168.102.159,same,7,20,5,1,Normal
192.168.51.178,same,10,19,9,1,Normal
192.168.63.186,same,7,25,5,1,Normal
192.168.20.181,same,8,16,1,1,Normal
192.168.231.141,same,17,15,0,1,Normal
29.149.207.93,different,311,1,4,1,DoS
192.168.247.2,same,5,16,8,1,Normal
192.168.166.2,same,15,22,9,1,Normal
36.59.161.90,different,60,1,4,10,DrDoS
30.228.159.181,different,196,2,4,1,DoS
192.168.71.128,same,12,29,2,1,Normal
192.168.17.119,same,11,20,3,1,Normal
192.168.11.248,same,11,22,2,1,Normal
192.168.245.230,same,7,22,3,1,Normal
135.17.2.191,different,305,285,29,2,APDoS
74.122.69.145,different,128,0,7,1,DDoS
141.41.43.247,different,519,15,1,1,DDoS
192.168.19.253,same,7,15,4,1,Normal
192.168.38.162,same,8,16,5,1,Normal
137.198.163.182,different,289,5,1,1,DoS
133.80.164.186,different,72,2,2,12,DrDoS
192.168.194.65,same,9,24,3,1,Normal
77.99.104.48,different,957,19,6,1,DDoS
117.110.129.203,different,169,4,4,1,DoS
83.221.237.231,different,433,0,3,1,DoS
192.168.245.138,same,12,26,3,1,Normal
192.168.81.172,same,15,14,2,1,Normal
98.132.169.217,different,397,1,2,1,DoS
14.174.242.63,different,57,332,49,4,APDoS
166.202.127.108,different,201,461,50,2,APDoS
192.168.153.3,same,6,17,4,1,Normal
192.168.0.38,same,7,23,4,1,Normal
192.168.199.201,same,7,22,2,1,Normal
192.168.22.206,same,10,17,4,1,Normal
192.168.176.195,same,6,17,4,1,Normal
106.35.45.104,different,15,3,4,29,DrDoS
192.168.2.178,same,8,23,9,1,Normal
175.85.51.41,different,56,0,2,41,DrDoS
64.229.198.188,different,264,458,31,6,APDoS
192.168.198.198,same,5,28,5,1,Normal
192.168.151.195,same,7,16,8,1,Normal
192.168.247.93,same,10,19,3,1,Normal
62.175.113.243,different,216,486,72,3,APDoS
192.168.25.173,same,13,18,6,1,Normal
192.168.45.120,same,13,22,6,1,Normal
192.168.191.89,same,6,22,2,1,Normal
66.239.225.163,different,386,187,76,4,APDoS
235.101.220.193,different,356,79,48,7,APDoS
192.168.171.160,same,10,12,3,1,Normal
192.168.107.242,same,12,12,4,1,Normal
116.223.50.231,different,238,306,39,1,APDoS
122.151.85.69,different,394,3,1,1,DoS
59.171.36.162,different,149,418,66,9,APDoS
192.168.228.17,same,8,18,1,1,Normal
192.168.245.50,same,9,11,5,1,Normal
231.150.199.121,different,18,0,4,30,DrDoS
192.168.245.138,same,8,16,1,1,Normal
27.87.207.138,different,423,4,2,1,DoS
192.168.91.90,same,10,16,7,1,Normal
192.168.129.159,same,10,20,6,1,Normal
192.168.115.183,same,10,26,5,1,Normal
120.126.113.233,different,118,8,2,1,DoS
107.164.222.167,different,86,4,2,14,DrDoS
192.168.205.132,same,9,21,4,1,Normal
166.157.13.50,different,77,0,4,7,DrDoS
189.163.131.171,different,319,8,4,1,DoS
8.43.191.135,different,297,353,71,9,APDoS
118.195.191.113,different,451,171,13,1,APDoS
209.44.88.186,different,12,3,2,21,DrDoS
39.38.249.107,different,149,321,60,6,APDoS
71.168.184.156,different,382,15,4,1,DDoS
126.98.115.15,different,486,9,1,1,DoS
149.115.135.187,different,69,387,92,4,APDoS
62.229.17.91,different,88,4,2,47,DrDoS
103.62.26.35,different,179,276,17,4,APDoS
192.168.67.159,same,11,17,3,1,Normal
218.53.230.15,different,67,0,2,46,DrDoS
192.168.80.193,same,11,17,3,1,Normal
192.168.117.246,same,12,22,8,1,Normal
192.168.222.182,same,12,19,4,1,Normal
192.168.25.61,same,2,17,7,1,Normal
192.168.97.16,same,10,16,1,1,Normal
192.168.184.140,same,7,18,4,1,Normal
192.168.70.235,same,8,18,8,1,Normal
192.168.86.5,same,6,17,6,1,Normal
229.234.195.170,different,53,109,54,8,APDoS
192.168.65.210,same,8,17,5,1,Normal
239.117.211.231,different,377,5,4,1,DoS
232.106.208.201,different,435,492,51,6,APDoS
192.168.237.130,same,12,23,5,1,Normal
192.168.237.27,same,16,11,3,1,Normal
81.252.243.140,different,534,4,6,1,DDoS
192.168.6.152,same,8,21,7,1,Normal
71.42.215.55,different,617,14,2,1,DDoS
192.168.120.202,same,13,18,4,1,Normal
192.168.231.217,same,10,19,7,1,Normal
192.168.138.191,same,9,23,2,1,Normal
237.23.124.134,different,55,432,78,3,APDoS
192.168.78.35,same,15,19,1,1,Normal
181.79.43.177,different,441,3,4,1,DDoS
63.113.207.188,different,86,0,2,37,DrDoS
192.168.225.51,same,15,14,4,1,Normal
192.168.127.186,same,10,18,3,1,Normal
192.168.66.222,same,7,16,5,1,Normal
174.237.162.220,different,455,449,85,5,APDoS
77.151.235.67,different,81,456,58,4,APDoS
192.168.189.102,same,6,19,6,1,Normal
244.164.90.165,different,369,8,4,1,DoS
192.168.245.159,same,7,21,6,1,Normal
193.170.100.70,different,55,3,4,27,DrDoS
192.168.130.196,same,11,18,4,1,Normal
186.72.23.252,different,499,6,3,1,DoS
109.102.187.167,different,338,467,71,5,APDoS
27.125.144.60,different,219,96,96,5,APDoS
192.168.135.73,same,8,16,6,1,Normal
192.168.214.31,same,8,24,5,1,Normal
34.120.191.170,different,278,4,0,1,DoS
192.168.9.90,same,10,38,3,1,Normal
192.168.154.130,same,7,12,11,1,Normal
192.168.15.101,same,13,16,2,1,Normal
192.168.22.9,same,9,25,7,1,Normal
192.168.61.17,same,9,15,6,1,Normal
83.124.152.139,different,826,5,9,1,DDoS
192.168.100.157,same,9,27,5,1,Normal
192.168.229.142,same,13,20,11,1,Normal
192.168.234.232,same,12,21,1,1,Normal
192.168.12.58,same,10,25,8,1,Normal
112.84.74.58,different,68,1,3,18,DrDoS
154.130.247.246,different,106,4,0,1,DoS
39.108.105.108,different,51,2,2,42,DrDoS
20.153.127.230,different,125,6,4,1,DoS
123.24.182.179,different,155,9,1,1,DoS
192.168.132.185,same,15,17,6,1,Normal
74.141.163.87,different,189,11,1,1,DDoS
101.114.180.143,different,411,6,2,1,DDoS
192.168.214.228,same,7,24,0,1,Normal
192.168.32.104,same,11,17,1,1,Normal
192.168.198.203,same,7,22,4,1,Normal
192.79.1.185,different,211,98,99,6,APDoS
192.168.211.221,same,8,18,5,1,Normal
192.168.69.139,same,16,17,5,1,Normal
192.168.206.13,same,8,17,2,1,Normal
192.168.39.226,same,9,22,2,1,Normal
146.53.165.97,different,378,7,3,1,DoS
192.168.38.180,same,7,24,1,1,Normal
192.168.80.24,same,18,14,3,1,Normal
240.79.189.63,different,404,2,1,1,DoS
192.168.252.36,same,10,30,6,1,Normal
71.212.31.166,different,453,7,3,1,DoS
192.168.69.48,same,8,20,6,1,Normal
192.168.204.176,same,11,26,5,1,Normal
192.168.213.216,same,15,14,5,1,Normal
86.138.23.45,different,160,1,2,1,DoS
192.168.156.150,same,9,21,8,1,Normal
134.243.64.237,different,59,2,3,41,DrDoS
250.2.234.161,different,492,7,4,1,DoS
71.110.195.190,different,756,13,5,1,DDoS
192.168.139.242,same,6,25,5,1,Normal
192.168.205.210,same,13,19,6,1,Normal
180.126.76.232,different,426,8,0,1,DoS
36.92.220.154,different,204,7,0,1,DoS
192.168.97.250,same,7,20,5,1,Normal
229.22.76.172,different,306,234,85,9,APDoS
62.225.145.233,different,398,335,39,4,APDoS
192.168.124.170,same,9,14,4,1,Normal
192.168.194.226,same,12,20,4,1,Normal
79.235.189.253,different,706,4,2,1,DDoS
192.168.225.177,same,7,15,3,1,Normal
192.168.195.216,same,9,24,3,1,Normal
192.168.218.111,same,17,17,4,1,Normal
125.225.189.45,different,491,197,60,7,APDoS
192.168.69.97,same,16,21,4,1,Normal
161.27.56.169,different,425,7,3,1,DoS
192.168.88.163,same,14,23,10,1,Normal
192.168.30.175,same,4,21,8,1,Normal
163.70.194.125,different,88,2,1,26,DrDoS
192.168.81.191,same,5,13,5,1,Normal
192.168.27.181,same,11,23,8,1,Normal
180.125.38.71,different,258,9,3,1,DoS
251.117.93.176,different,403,8,0,1,DDoS
192.168.82.185,same,12,17,5,1,Normal
244.227.244.190,different,198,57,29,1,APDoS
192.168.64.60,same,9,30,3,1,Normal
111.7.61.78,different,279,14,3,1,DDoS
192.168.149.31,same,1,12,7,1,Normal
59.93.66.5,different,132,7,4,1,DDoS
192.168.12.234,same,15,14,4,1,Normal
192.168.225.158,same,12,16,5,1,Normal
178.134.246.139,different,244,371,92,8,APDoS
75.39.234.130,different,637,8,5,1,DDoS
153.228.94.54,different,450,481,21,2,APDoS
52.33.44.240,different,690,18,3,1,DDoS
98.75.55.186,different,414,268,59,5,APDoS
140.114.224.73,different,498,7,1,1,DoS
192.168.2.166,same,12,22,9,1,Normal
192.168.209.7,same,5,26,9,1,Normal
192.168.168.233,same,7,20,7,1,Normal
192.168.135.78,same,7,24,5,1,Normal
192.168.235.136,same,13,19,4,1,Normal
192.168.143.143,same,12,23,4,1,Normal
192.168.247.130,same,4,16,4,1,Normal
192.168.112.133,same,9,23,6,1,Normal
144.140.35.44,different,149,0,4,1,DoS
192.168.192.212,same,11,13,4,1,Normal
73.196.160.176,different,182,393,17,3,APDoS
192.168.71.136,same,7,26,5,1,Normal
192.168.213.176,same,13,12,4,1,Normal
192.168.49.108,same,17,18,7,1,Normal
172.19.166.39,different,178,2,0,1,DoS
148.249.136.95,different,37,2,4,42,DrDoS
192.168.130.14,same,9,20,5,1,Normal
118.187.213.232,different,111,5,1,1,DoS
192.168.217.112,same,7,22,4,1,Normal
15.236.44.181,different,387,312,39,5,APDoS
192.168.117.155,same,17,28,4,1,Normal
192.168.212.135,same,7,20,4,1,Normal
254.10.60.79,different,48,1,3,29,DrDoS
192.168.224.80,same,6,20,9,1,Normal
171.109.143.66,different,75,4,4,14,DrDoS
192.168.89.212,same,10,26,5,1,Normal
192.168.26.53,same,4,23,5,1,Normal
16.240.251.51,different,37,3,4,29,DrDoS
11.228.106.45,different,902,1,5,1,DDoS
192.168.204.69,same,7,21,6,1,Normal
100.2.75.123,different,494,14,3,1,DDoS
192.168.31.12,same,5,24,5,1,Normal
123.228.192.201,different,485,9,2,1,DoS
198.10.215.164,different,274,0,1,1,DoS
192.168.30.16,same,16,21,6,1,Normal
193.198.3.64,different,83,2,2,20,DrDoS
192.168.189.138,same,11,24,6,1,Normal
192.168.27.107,same,7,26,7,1,Normal
192.168.64.128,same,5,20,5,1,Normal
186.208.230.14,different,401,128,94,6,APDoS
192.168.15.51,same,8,23,7,1,Normal
153.44.107.157,different,251,188,33,8,APDoS
192.168.167.81,same,13,14,3,1,Normal
188.22.215.138,different,79,4,4,33,DrDoS
192.168.20.86,same,12,16,1,1,Normal
192.168.3.213,same,10,19,6,1,Normal
156.116.111.171,different,75,3,1,18,DrDoS
192.168.107.163,same,18,28,5,1,Normal
115.100.166.98,different,164,7,1,1,DoS
192.168.66.29,same,3,13,9,1,Normal
192.168.100.36,same,9,17,6,1,Normal
248.211.119.145,different,66,3,3,46,DrDoS
192.168.231.170,same,12,20,2,1,Normal
192.168.158.53,same,10,18,6,1,Normal
164.140.58.89,different,296,381,30,5,APDoS
192.168.192.240,same,7,25,6,1,Normal
192.168.67.222,same,6,20,7,1,Normal
192.168.202.94,same,10,29,4,1,Normal
192.168.29.179,same,13,19,2,1,Normal
192.168.23.244,same,7,20,4,1,Normal
192.168.25.159,same,7,18,7,1,Normal
192.168.118.10,same,10,16,4,1,Normal
134.97.206.47,different,91,0,0,7,DrDoS
192.168.27.233,same,14,22,7,1,Normal
192.168.236.243,same,12,27,5,1,Normal
192.168.13.44,same,8,23,6,1,Normal
192.168.195.188,same,7,17,10,1,Normal
134.109.160.116,different,90,2,2,11,DrDoS
192.168.87.247,same,11,19,1,1,Normal
192.168.16.249,same,7,10,3,1,Normal
109.59.42.172,different,87,1,1,1,DoS
192.168.150.111,same,7,27,3,1,Normal
192.168.195.175,same,8,17,3,1,Normal
104.111.131.96,different,644,19,9,1,DDoS
